"","Year","Lg","Tm","W","L","T","Playoffs","PF","PA","PD","Coaches","AV","Passer","Rusher","Receiver","oPts","oYds","dPts","dYds","T.G","PtsOvr","YdsOvr","out.of","MoV","SoS","SRS","OSRS","DSRS","TM","TID","c1","c2","p.Year","p.Lg","p.Tm","p.W","p.L","p.T","p.Playoffs","p.PF","p.PA","p.PD","p.Coaches","p.AV","p.Passer","p.Rusher","p.Receiver","p.oPts","p.oYds","p.dPts","p.dYds","p.T.G","p.PtsOvr","p.YdsOvr","p.out.of","p.MoV","p.SoS","p.SRS","p.OSRS","p.DSRS","p.TM","p.TID","p.c1","p.c2","fired.mid","nc","fired","start","cwins","closs","cties","wc","cc","dc","lsb","poffs","playwin","playloss","pmade","sb","cpw","cpl","post","rings","years","ap","twc","tdc","tcc","tlsb","d.Year","d.W","d.L","d.T","d.PF","d.PA","d.PD","d.oPts","d.oYds","d.dPts","d.dYds","d.T.G","d.PtsOvr","d.YdsOvr","d.out.of","d.MoV","d.SoS","d.SRS","d.OSRS","d.DSRS","win.p","p.win.p","d.win.p","v.win.p","c.win.p","pp","dpm","OPTS","OYDS","DPTS","DYDS","TO","PTSO","YDSO","pmz","postz","dpost","qb1","rb1","wr1","zc","y1","y2","y3","y4","y5","y6","y7","gm","gm1","gm2","l.post","mp","dp","cdp","dp5","dp3","dp2","champ","apy","cpwy","wcy","dcy","ccy","lsby","ringsy","apy1"
"1778",2005,"NFL","Tampa Bay Buccaneers*",11,5,0,"Lost WC",300,274,26,"Gruden","Barber","Simms","Williams","Galloway",20,23,8,1,9,14,16,32,1.6,-2.6,-1,-2.8,1.8,"tam",24,"Gruden","",2004,"NFL","Tampa Bay Buccaneers",5,11,0,"",301,304,-3,"Gruden","Barber","Griese","Pittman","Clayton",23,22,9,5,24,17,12,32,-0.2,-2.5,-2.7,-4,1.3,"tam",24,"Gruden","",0,"Gruden",0,0,35,29,0,1,0,6,0,1,0,1,1,0,4,1,2,1,4,6,1,0,0,0,1,6,-6,0,-1,-30,29,-3,1,-1,-4,-15,-3,4,0,1.8,-0.1,1.7,1.2,0.5,0.6875,0.3125,0.375,0.35,0.546875,0.5,0,0.625,0.71875,0.25,0.03125,0.28125,0.4375,0.5,0,0.0335410196624968,1,1,1,1,0.75,0,0,0,1,0,0,0,"Bruce Allen",1,1,0,1,0.125,-0.015625,0.125,-0.0625,0.25,1,1.5,0.75,0.5,0.25,0.25,0.25,0.25,3.8
"1779",2006,"NFL","Tampa Bay Buccaneers",4,12,0,"",211,353,-142,"Gruden","Barber","Gradkowski","Williams","Galloway",31,29,21,17,30,31,29,32,-8.9,0.9,-7.9,-7.2,-0.8,"tam",24,"Gruden","",2005,"NFL","Tampa Bay Buccaneers*",11,5,0,"Lost WC",300,274,26,"Gruden","Barber","Simms","Williams","Galloway",20,23,8,1,9,14,16,32,1.6,-2.6,-1,-2.8,1.8,"tam",24,"Gruden","",0,"Gruden",0,0,39,41,0,0,0,-2,0,0,0,0,0,0,4,1,2,1,5,6,1,0,0,0,1,-7,7,0,-89,79,-168,11,6,13,16,21,17,13,0,-10.5,3.5,-6.9,-4.4,-2.6,0.25,0.6875,-0.4375,0.65,0.4875,0.4,-1,0.96875,0.90625,0.65625,0.53125,0.9375,0.96875,0.90625,-0.02,0.0335410196624968,0,1,0,0,-0.223606797749979,0,0,0,0,1,0,0,"Bruce Allen",1,1,1,1,-0.3125,-0.075,-0.3125,-0.1875,-0.0625,1,1.2,0.6,0.4,0.2,0.2,0.2,0.2,3.04
"1780",2007,"NFL","Tampa Bay Buccaneers*",9,7,0,"Lost WC",334,270,64,"Gruden","Haye","Garcia","Graham","Galloway",18,18,3,2,4,9,6,32,4,-2.8,1.2,-2.3,3.6,"tam",24,"Gruden","",2006,"NFL","Tampa Bay Buccaneers",4,12,0,"",211,353,-142,"Gruden","Barber","Gradkowski","Williams","Galloway",31,29,21,17,30,31,29,32,-8.9,0.9,-7.9,-7.2,-0.8,"tam",24,"Gruden","",0,"Gruden",0,0,48,48,0,1,0,0,0,1,0,1,1,0,4,2,3,1,6,7,2,0,0,0,1,5,-5,0,123,-83,206,-13,-11,-18,-15,-26,-22,-23,0,12.9,-3.7,9.1,4.9,4.4,0.5625,0.25,0.3125,0.3,0.5,0.5,0,0.5625,0.5625,0.09375,0.0625,0.125,0.28125,0.1875,0,0.0170103454359943,1,1,1,0,0,0,0,0,0,0,1,0,"Bruce Allen",1,1,0,1,0,-0.0625,0,0.25,-0.125,1,1.16666666666667,0.5,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,2.55
"1781",2008,"NFL","Tampa Bay Buccaneers",9,7,0,"",361,323,38,"Gruden","Barber","Garcia","Dunn","Bryant",19,14,10,9,11,15,10,32,2.4,-0.1,2.3,-0.6,2.9,"tam",24,"Gruden","",2007,"NFL","Tampa Bay Buccaneers*",9,7,0,"Lost WC",334,270,64,"Gruden","Haye","Garcia","Graham","Galloway",18,18,3,2,4,9,6,32,4,-2.8,1.2,-2.3,3.6,"tam",24,"Gruden","",0,"Morris",1,0,57,55,0,0,0,2,0,0,0,0,0,0,4,2,3,1,7,7,2,0,0,0,1,0,0,0,27,53,-26,1,-4,7,7,7,6,4,0,-1.6,2.7,1.1,1.7,-0.7,0.5625,0.5625,0,0.55,0.508928571428571,0.428571428571429,-1,0.59375,0.4375,0.3125,0.28125,0.34375,0.46875,0.3125,-0.0102040816326531,0.0170103454359943,0,0,1,1,0.188982236504613,0,0,0,0,0,0,1,"Bruce Allen",1,1,1,1,0,-0.0535714285714286,0,-0.125,0.3125,1,1,0.428571428571429,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,2.18571428571429
"1782",2009,"NFL","Tampa Bay Buccaneers",3,13,0,"",244,400,-156,"Morris","Ruud","Freeman","Williams","Winslow",30,28,27,27,22,29,27,32,-9.8,4.1,-5.6,-4.6,-1.1,"tam",24,"Morris","",2008,"NFL","Tampa Bay Buccaneers",9,7,0,"",361,323,38,"Gruden","Barber","Garcia","Dunn","Bryant",19,14,10,9,11,15,10,32,2.4,-0.1,2.3,-0.6,2.9,"tam",24,"Gruden","",0,"Morris",0,1,3,13,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-6,6,0,-117,77,-194,11,14,17,18,11,14,17,0,-12.2,4.2,-7.9,-4,-4,0.1875,0.5625,-0.375,0.55,0.1875,0,-1,0.9375,0.875,0.84375,0.84375,0.6875,0.90625,0.84375,-0.5,0,-3,1,1,1,-2.5,1,0,0,0,0,0,0,"Mark Dominik",0,1,1,1,-0.375,-0.375,-0.375,-0.375,-0.375,0,0,0,0,0,0,0,0,0
"1783",2010,"NFL","Tampa Bay Buccaneers",10,6,0,"",341,318,23,"Morris","Freeman","Freeman","Blount","Williams",20,19,9,17,5,15,16,32,1.4,-2,-0.6,-1,0.4,"tam",24,"Morris","",2009,"NFL","Tampa Bay Buccaneers",3,13,0,"",244,400,-156,"Morris","Ruud","Freeman","Williams","Winslow",30,28,27,27,22,29,27,32,-9.8,4.1,-5.6,-4.6,-1.1,"tam",24,"Morris","",0,"Morris",0,0,13,19,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,-7,0,97,-82,179,-10,-9,-18,-10,-17,-14,-11,0,11.2,-6.1,5,3.6,1.5,0.625,0.1875,0.4375,0.25,0.40625,0,-2,0.625,0.59375,0.28125,0.53125,0.15625,0.46875,0.5,-0.25,0,0,0,1,1,-1.06066017177982,0,1,0,0,0,0,0,"Mark Dominik",0,1,2,1,0.0625,-0.15625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0
"1784",2011,"NFL","Tampa Bay Buccaneers",4,12,0,"",287,494,-207,"Morris","Joseph","Freeman","Blount","Williams",27,21,32,30,32,31,31,32,-12.9,2.3,-10.6,-4,-6.6,"tam",24,"Morris","",2010,"NFL","Tampa Bay Buccaneers",10,6,0,"",341,318,23,"Morris","Freeman","Freeman","Blount","Williams",20,19,9,17,5,15,16,32,1.4,-2,-0.6,-1,0.4,"tam",24,"Morris","",0,"Schiano",1,0,17,31,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,-6,6,0,-54,176,-230,7,2,23,13,27,16,15,0,-14.3,4.3,-10,-3,-7,0.25,0.625,-0.375,0.6,0.354166666666667,0,-3,0.84375,0.65625,1,0.9375,1,0.96875,0.96875,-0.166666666666667,0,0,0,0,0,-2.02072594216369,0,0,1,0,0,0,0,"Mark Dominik",0,1,3,1,-0.3125,-0.208333333333333,-0.3125,-0.3125,0.0625,0,0,0,0,0,0,0,0,0
"1785",2012,"NFL","Tampa Bay Buccaneers",7,9,0,"",389,394,-5,"Schiano","Martin","Freeman","Martin","Jackson",13,9,23,29,12,17,21,32,-0.3,0.3,0,1.3,-1.3,"tam",24,"Schiano","",2011,"NFL","Tampa Bay Buccaneers",4,12,0,"",287,494,-207,"Morris","Joseph","Freeman","Blount","Williams",27,21,32,30,32,31,31,32,-12.9,2.3,-10.6,-4,-6.6,"tam",24,"Morris","",0,"Schiano",0,1,7,9,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,-3,0,102,-100,202,-14,-12,-9,-1,-20,-14,-10,0,12.6,-2,10.6,5.3,5.3,0.4375,0.25,0.1875,0.3,0.4375,0,-1,0.40625,0.28125,0.71875,0.90625,0.375,0.53125,0.65625,-0.5,0,0,0,1,1,-0.5,1,0,0,0,0,0,0,"Mark Dominik",0,1,1,1,0.1875,0.1875,0.1875,0.1875,0.1875,0,0,0,0,0,0,0,0,0
"1786",2013,"NFL","Tampa Bay Buccaneers",4,12,0,"",288,389,-101,"Schiano","David","Glennon","Rainey","Jackson",30,32,21,17,7,28,30,32,-6.3,3.6,-2.7,-2.9,0.3,"tam",24,"Schiano","",2012,"NFL","Tampa Bay Buccaneers",7,9,0,"",389,394,-5,"Schiano","Martin","Freeman","Martin","Jackson",13,9,23,29,12,17,21,32,-0.3,0.3,0,1.3,-1.3,"tam",24,"Schiano","",0,"Smith",1,0,11,21,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-3,3,0,-101,-5,-96,17,23,-2,-12,-5,11,9,0,-6,3.3,-2.7,-4.2,1.6,0.25,0.4375,-0.1875,0.45,0.34375,0,-2,0.9375,1,0.65625,0.53125,0.21875,0.875,0.9375,-0.25,0,0,1,1,0,-1.76776695296637,0,1,0,0,0,0,0,"Mark Dominik",0,1,2,1,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0
"1787",2014,"NFL","Tampa Bay Buccaneers",2,14,0,"",277,410,-133,"Smith","McCoy","McCown","Martin","Evans",29,30,25,25,26,28,31,32,-8.3,-1.5,-9.8,-6.5,-3.3,"tam",24,"Smith","",2013,"NFL","Tampa Bay Buccaneers",4,12,0,"",288,389,-101,"Schiano","David","Glennon","Rainey","Jackson",30,32,21,17,7,28,30,32,-6.3,3.6,-2.7,-2.9,0.3,"tam",24,"Schiano","",0,NA,0,1,2,14,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-2,2,0,-11,21,-32,-1,-2,4,8,19,0,1,0,-2,-5.1,-7.1,-3.6,-3.6,0.125,0.25,-0.125,0.3,0.125,0,-1,0.90625,0.9375,0.78125,0.78125,0.8125,0.875,0.96875,-0.5,0,0,1,1,1,-3,1,0,0,0,0,0,0,"Jason Licht",0,1,1,1,-0.125,-0.125,-0.125,-0.125,-0.125,0,0,0,0,0,0,0,0,0
"1839",1983,"NFL","Washington Redskins*",14,2,0,"Lost SB",541,332,209,"Gibbs","Theismann","Theismann","Riggins","Brown",1,3,11,12,1,1,3,28,13.1,0.9,13.9,11.7,2.2,"was",7,"Gibbs","",1982,"NFL","Washington Redskins*",8,1,0,"Won SB",190,128,62,"Gibbs","Theismann","Theismann","Riggins","Brown",12,7,1,4,2,5,6,28,6.9,0.5,7.4,2.2,5.2,"was",7,"Gibbs","",0,"Gibbs",0,0,30,11,0,0,0,19,1,4,3,1,1,0,7,1,2,1,3,9,0,0,0,1,1,6,1,0,351,204,147,-11,-4,10,8,-1,-4,-3,0,6.2,0.4,6.5,9.5,-3,0.875,0.888888888888889,-0.0138888888888888,0.811111111111111,0.731707317073171,0.666666666666667,1,0.0357142857142857,0.107142857142857,0.392857142857143,0.428571428571429,0.0357142857142857,0.0357142857142857,0.107142857142857,0.0555555555555555,0.0331456303681194,1,0,0,0,2.96730147588351,0,0,1,0,0,0,0,"Bobby Beathard",0,0,0,1,0.5,0.356707317073171,0.5,0.5,0.375,1,3,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,8.06666666666667
"1840",1984,"NFL","Washington Redskins*",11,5,0,"Lost Div",426,310,116,"Gibbs","Jacoby","Theismann","Riggins","Monk",3,9,11,18,4,4,17,28,7.3,-0.9,6.4,5,1.3,"was",7,"Gibbs","",1983,"NFL","Washington Redskins*",14,2,0,"Lost SB",541,332,209,"Gibbs","Theismann","Theismann","Riggins","Brown",1,3,11,12,1,1,3,28,13.1,0.9,13.9,11.7,2.2,"was",7,"Gibbs","",0,"Gibbs",0,0,41,16,0,0,0,25,0,2,1,1,1,0,8,2,3,1,4,11,0,1,0,1,1,-3,3,0,-115,-22,-93,2,6,0,6,3,3,14,0,-5.8,-1.8,-7.5,-6.7,-0.9,0.6875,0.875,-0.1875,0.8,0.719298245614035,0.75,2,0.107142857142857,0.321428571428571,0.392857142857143,0.642857142857143,0.142857142857143,0.142857142857143,0.607142857142857,0.0625,0.0237170824512628,1,0,0,1,3.31133089266261,0,0,0,1,0,0,0,"Bobby Beathard",0,0,0,1,0.3125,0.344298245614035,0.3125,0.1875,-0.201388888888889,1,2.75,1.75,0.75,0.75,0.5,0.5,0.25,6.575
"1841",1985,"NFL","Washington Redskins",10,6,0,"",297,312,-15,"Gibbs","Grimm","Theismann","Rogers","Monk",20,14,11,3,21,17,4,28,-0.9,-1,-1.9,-3.4,1.5,"was",7,"Gibbs","",1984,"NFL","Washington Redskins*",11,5,0,"Lost Div",426,310,116,"Gibbs","Jacoby","Theismann","Riggins","Monk",3,9,11,18,4,4,17,28,7.3,-0.9,6.4,5,1.3,"was",7,"Gibbs","",0,"Gibbs",0,0,51,22,0,0,0,29,0,0,0,0,0,0,8,2,3,1,5,11,0,1,0,1,1,-1,1,0,-129,2,-131,17,5,0,-15,17,13,-13,0,-8.2,-0.1,-8.3,-8.4,0.2,0.625,0.6875,-0.0625,0.65,0.698630136986301,0.6,1,0.714285714285714,0.5,0.392857142857143,0.107142857142857,0.75,0.607142857142857,0.142857142857143,0.02,0.0237170824512628,0,0,1,0,3.39419326868779,0,0,0,0,1,0,0,"Bobby Beathard",0,0,1,1,0.25,0.323630136986301,0.25,-0.263888888888889,-0.25,1,2.2,1.4,0.6,0.6,0.4,0.4,0.2,5.26
"1842",1986,"NFL","Washington Redskins*",12,4,0,"Lost Conf",368,296,72,"Gibbs","Manley","Schroeder","Rogers","Clark",9,5,9,21,17,8,8,28,4.5,1,5.5,3.5,2.1,"was",7,"Gibbs","",1985,"NFL","Washington Redskins",10,6,0,"",297,312,-15,"Gibbs","Grimm","Theismann","Rogers","Monk",20,14,11,3,21,17,4,28,-0.9,-1,-1.9,-3.4,1.5,"was",7,"Gibbs","",0,"Gibbs",0,0,63,26,0,0,1,37,0,3,2,1,1,0,10,3,4,1,6,14,0,1,1,1,1,2,-2,0,71,-16,87,-11,-9,-2,18,-4,-9,4,0,5.4,2,7.4,6.9,0.6,0.75,0.625,0.125,0.6,0.707865168539326,0.666666666666667,2,0.321428571428571,0.178571428571429,0.321428571428571,0.75,0.607142857142857,0.285714285714286,0.285714285714286,0.0277777777777778,0.0186677950652721,1,1,0,1,3.92199215602353,0,0,0,0,0,1,0,"Bobby Beathard",0,0,0,1,0.375,0.332865168539326,0,-0.125,0.0625,1,2.33333333333333,1.5,0.666666666666667,0.666666666666667,0.5,0.333333333333333,0.166666666666667,5.23333333333333
"1843",1987,"NFL","Washington Redskins*",11,4,0,"Won SB",379,285,94,"Gibbs","Wilburn","Schroeder","Rogers","Clark",4,3,6,18,16,4,8,28,6.3,-2.5,3.8,1.8,2,"was",7,"Gibbs","",1986,"NFL","Washington Redskins*",12,4,0,"Lost Conf",368,296,72,"Gibbs","Manley","Schroeder","Rogers","Clark",9,5,9,21,17,8,8,28,4.5,1,5.5,3.5,2.1,"was",7,"Gibbs","",0,"Gibbs",0,0,74,30,0,0,0,44,0,5,4,0,1,1,14,3,5,2,7,19,0,1,1,1,1,-1,0,0,11,-11,22,-5,-2,-3,-3,-1,-4,0,0,1.8,-3.5,-1.7,-1.7,-0.1,0.733333333333333,0.75,-0.0166666666666667,0.7,0.711538461538462,0.714285714285714,3,0.142857142857143,0.107142857142857,0.214285714285714,0.642857142857143,0.571428571428571,0.142857142857143,0.285714285714286,0.0306122448979592,0.0196168520249975,1,0,0,0,4.31455497304005,0,0,0,0,0,0,1,"Bobby Beathard",0,0,0,1,0.358333333333333,0.336538461538462,0,0.0458333333333333,0.108333333333333,1,2.71428571428571,1.71428571428571,0.714285714285714,0.714285714285714,0.571428571428571,0.428571428571429,0.285714285714286,6.64285714285714
"1844",1988,"NFL","Washington Redskins",7,9,0,"",345,387,-42,"Gibbs","May","Williams","Bryant","Sanders",10,6,26,16,28,17,8,28,-2.6,0.4,-2.2,1.2,-3.4,"was",7,"Gibbs","",1987,"NFL","Washington Redskins*",11,4,0,"Won SB",379,285,94,"Gibbs","Wilburn","Schroeder","Rogers","Clark",4,3,6,18,16,4,8,28,6.3,-2.5,3.8,1.8,2,"was",7,"Gibbs","",0,"Gibbs",0,0,81,39,0,0,0,42,0,0,0,0,0,0,14,3,5,2,8,19,0,1,1,1,1,-4,5,0,-34,102,-136,6,3,20,-2,12,13,0,0,-8.9,2.9,-6,-0.6,-5.4,0.4375,0.733333333333333,-0.295833333333333,0.686666666666667,0.675,0.625,2,0.357142857142857,0.214285714285714,0.928571428571429,0.571428571428571,1,0.607142857142857,0.285714285714286,0.015625,0.0196168520249975,0,1,1,1,3.83405790253616,0,0,0,0,0,0,1,"Bobby Beathard",0,0,1,1,0.0625,0.3,0,-0.1875,-0.3125,1,2.375,1.5,0.625,0.625,0.5,0.375,0.25,5.8125
"1845",1989,"NFL","Washington Redskins",10,6,0,"",386,308,78,"Gibbs","Lachey","Rypien","Riggs","Clark",5,2,13,9,12,9,2,28,4.9,-0.9,4,3.8,0.2,"was",7,"Gibbs","",1988,"NFL","Washington Redskins",7,9,0,"",345,387,-42,"Gibbs","May","Williams","Bryant","Sanders",10,6,26,16,28,17,8,28,-2.6,0.4,-2.2,1.2,-3.4,"was",7,"Gibbs","",0,"Gibbs",0,0,91,45,0,0,0,46,0,0,0,0,0,0,14,3,5,2,9,19,0,1,1,1,1,3,-3,0,41,-79,120,-5,-4,-13,-7,-16,-8,-6,0,7.5,-1.3,6.2,2.6,3.6,0.625,0.4375,0.1875,0.45,0.669117647058823,0.555555555555556,1,0.178571428571429,0.0714285714285714,0.464285714285714,0.321428571428571,0.428571428571429,0.321428571428571,0.0714285714285714,0.00617283950617284,0.0196168520249975,0,1,1,1,3.9444674582777,0,0,0,0,0,0,1,"Charley Casserly",1,1,2,1,0.25,0.294117647058823,0,-0.125,-0.108333333333333,1,2.11111111111111,1.33333333333333,0.555555555555556,0.555555555555556,0.444444444444444,0.333333333333333,0.222222222222222,5.16666666666667
"1846",1990,"NFL","Washington Redskins*",10,6,0,"Lost Div",381,301,80,"Gibbs","Lachey","Rypien","Byner","Clark",4,4,13,14,6,8,4,28,5,0.4,5.4,4.6,0.8,"was",7,"Gibbs","",1989,"NFL","Washington Redskins",10,6,0,"",386,308,78,"Gibbs","Lachey","Rypien","Riggs","Clark",5,2,13,9,12,9,2,28,4.9,-0.9,4,3.8,0.2,"was",7,"Gibbs","",0,"Gibbs",0,0,101,51,0,0,0,50,0,2,1,1,1,0,15,4,6,2,10,21,0,2,1,1,1,0,0,0,-5,-7,2,-1,2,0,5,-6,-1,2,0,0.0999999999999996,1.3,1.4,0.8,0.6,0.625,0.625,0,0.6,0.664473684210526,0.6,2,0.142857142857143,0.142857142857143,0.464285714285714,0.5,0.214285714285714,0.285714285714286,0.142857142857143,0.01,0.0166024544248433,1,0,1,0,4.05553552826906,0,0,0,0,0,0,1,"Charley Casserly",1,1,0,1,0.25,0.289473684210526,0,-0.108333333333333,0.1875,1,2.1,1.3,0.6,0.6,0.4,0.3,0.2,4.86
"1847",1991,"NFL","Washington Redskins*",14,2,0,"Won SB",485,224,261,"Gibbs","Clark","Rypien","Byner","Clark",1,4,2,3,1,1,1,28,16.3,0.3,16.6,11.7,4.9,"was",7,"Gibbs","",1990,"NFL","Washington Redskins*",10,6,0,"Lost Div",381,301,80,"Gibbs","Lachey","Rypien","Byner","Clark",4,4,13,14,6,8,4,28,5,0.4,5.4,4.6,0.8,"was",7,"Gibbs","",0,"Gibbs",0,0,115,53,0,0,0,62,0,5,4,0,1,1,19,4,7,3,11,26,0,2,1,1,1,4,-4,0,104,-77,181,-3,0,-11,-11,-5,-7,-3,0,11.3,-0.1,11.2,7.1,4.1,0.875,0.625,0.25,0.6,0.68452380952381,0.636363636363636,3,0.0357142857142857,0.142857142857143,0.0714285714285714,0.107142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.012396694214876,0.0169984576676963,1,0,0,0,4.78340384882485,0,0,0,0,0,0,1,"Charley Casserly",1,1,0,1,0.5,0.30952380952381,0,0.4375,0.25,1,2.36363636363636,1.45454545454545,0.636363636363636,0.636363636363636,0.454545454545455,0.363636363636364,0.272727272727273,5.79090909090909
"1848",1992,"NFL","Washington Redskins*",9,7,0,"Lost Div",300,255,45,"Gibbs","Marshall","Rypien","Byner","Clark",14,12,8,7,3,12,9,28,2.8,1.6,4.4,0.7,3.8,"was",7,"Gibbs","",1991,"NFL","Washington Redskins*",14,2,0,"Won SB",485,224,261,"Gibbs","Clark","Rypien","Byner","Clark",1,4,2,3,1,1,1,28,16.3,0.3,16.6,11.7,4.9,"was",7,"Gibbs","",0,"Petitbon",0,0,124,60,0,0,0,64,0,2,1,1,1,0,20,5,8,3,12,28,0,3,1,1,1,-5,5,0,-185,31,-216,13,8,6,4,2,11,8,0,-13.5,1.3,-12.2,-11,-1.1,0.5625,0.875,-0.3125,0.8,0.673913043478261,0.666666666666667,4,0.5,0.428571428571429,0.285714285714286,0.25,0.107142857142857,0.428571428571429,0.321428571428571,0.0138888888888889,0.015,1,0,0,0,4.71814259695671,0,0,0,0,0,0,1,"Charley Casserly",1,1,0,1,0.1875,0.298913043478261,0,-0.0625,-0.0625,1,2.33333333333333,1.41666666666667,0.666666666666667,0.666666666666667,0.416666666666667,0.333333333333333,0.25,5.48333333333333
"1849",1993,"NFL","Washington Redskins",4,12,0,"",230,345,-115,"Petitbon","Brooks","Rypien","Brooks","Sanders",25,26,23,26,14,24,28,28,-7.2,0.7,-6.5,-3.8,-2.7,"was",7,"Petitbon","",1992,"NFL","Washington Redskins*",9,7,0,"Lost Div",300,255,45,"Gibbs","Marshall","Rypien","Byner","Clark",14,12,8,7,3,12,9,28,2.8,1.6,4.4,0.7,3.8,"was",7,"Gibbs","",0,"Turner",1,1,4,12,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,5,0,-70,90,-160,11,14,15,19,11,12,19,0,-10,-0.9,-10.9,-4.5,-6.5,0.25,0.5625,-0.3125,0.55,0.25,0,-1,0.892857142857143,0.928571428571429,0.821428571428571,0.928571428571429,0.5,0.857142857142857,1,-0.5,0,-8,0,1,1,-2,1,0,0,0,0,0,0,"Charley Casserly",0,1,1,1,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0,0,0,0,0,0,0,0,0
"1850",1994,"NFL","Washington Redskins",3,13,0,"",320,412,-92,"Turner","Ellard","Shuler","Ervins","Ellard",13,17,28,26,27,25,27,28,-5.8,-0.3,-6.1,0.3,-6.4,"was",7,"Turner","",1993,"NFL","Washington Redskins",4,12,0,"",230,345,-115,"Petitbon","Brooks","Rypien","Brooks","Sanders",25,26,23,26,14,24,28,28,-7.2,0.7,-6.5,-3.8,-2.7,"was",7,"Petitbon","",0,"Turner",0,1,3,13,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,0,90,67,23,-12,-9,5,0,13,1,-1,0,1.4,-1,0.4,4.1,-3.7,0.1875,0.25,-0.0625,0.3,0.1875,0,-1,0.464285714285714,0.607142857142857,1,0.928571428571429,0.964285714285714,0.892857142857143,0.964285714285714,-0.5,0,0,1,1,1,-2.5,1,0,0,0,0,0,0,"Charley Casserly",0,0,1,1,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0,0,0,0,0,0,0,0,0
"1851",1995,"NFL","Washington Redskins",6,10,0,"",326,359,-33,"Turner","Harvey","Frerotte","Allen","Ellard",18,18,21,18,6,21,18,30,-2.1,0.1,-1.9,-0.8,-1.2,"was",7,"Turner","",1994,"NFL","Washington Redskins",3,13,0,"",320,412,-92,"Turner","Ellard","Shuler","Ervins","Ellard",13,17,28,26,27,25,27,28,-5.8,-0.3,-6.1,0.3,-6.4,"was",7,"Turner","",0,"Turner",0,0,9,23,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,-3,0,6,-53,59,5,1,-7,-8,-21,-4,-9,2,3.7,0.4,4.2,-1.1,5.2,0.375,0.1875,0.1875,0.25,0.28125,0,-2,0.6,0.6,0.7,0.6,0.2,0.7,0.6,-0.25,0,0,1,1,0,-2.47487373415292,0,1,0,0,0,0,0,"Charley Casserly",0,0,2,1,0.125,0.03125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0
"1852",1996,"NFL","Washington Redskins",9,7,0,"",364,312,52,"Turner","Frerotte","Frerotte","Allen","Ellard",8,9,13,28,4,8,23,30,3.3,-1.4,1.8,2.3,-0.4,"was",7,"Turner","",1995,"NFL","Washington Redskins",6,10,0,"",326,359,-33,"Turner","Harvey","Frerotte","Allen","Ellard",18,18,21,18,6,21,18,30,-2.1,0.1,-1.9,-0.8,-1.2,"was",7,"Turner","",0,"Turner",0,0,18,30,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,-3,0,38,-47,85,-10,-9,-8,10,-2,-13,5,0,5.4,-1.5,3.7,3.1,0.8,0.5625,0.375,0.1875,0.4,0.375,0,-3,0.266666666666667,0.3,0.433333333333333,0.933333333333333,0.133333333333333,0.266666666666667,0.766666666666667,-0.166666666666667,0,0,0,0,0,-1.73205080756888,0,0,1,0,0,0,0,"Charley Casserly",0,0,3,1,0.3125,0.125,0.3125,0.3125,0.375,0,0,0,0,0,0,0,0,0
